Author,Location,Date,Comment,Stars
John,"Lynn, MA","Reviewed Feb. 25, 2018","I've had nothing but a great time with Quicken Loans. I had a very simple process getting Quicken Loans and this company was the easiest place I've ever had to deal with. I did everything basically over the phone and they just want to know basic information and how you plan on paying the loan back. There is no crazy background check, just a basic due process which does not take long at all. I got my money without any hassles and I have been treated fair and with respect through my whole process. ",5
Jani,"Mt Meadows Area, CA","Reviewed Feb. 25, 2018",It has been a decent experience of helpful insurance quotes and customer service throughout the years that I am customer. I have enjoyed the services that have been provided through Quicken Loans because they have been a very reputable brand for me to use. I would go to Quicken Loans to discuss my options since there are a lot of different things to consider. Whatever they would have to say would be what I would consider.,4
Linda,"Kane, PA","Reviewed Feb. 24, 2018","It was so simple. We applied online and then were contacted by a loan specialist. She could not have been more friendly and helpful. She walked us through all of the steps that we needed to take, took time to answer our questions, and made sure that we understood everything and were kept updated information. She always made sure to get back to us promptly when we had questions, and always made sure that we were comfortable. She was just great to work with. It was also super easy to be able to fax any and all documentation that we needed, we even were able to email some of it. Quicken Loans in general made the process easier, I can't say how much we appreciate it.",4
Mary,"Missoula, MT","Reviewed Feb. 24, 2018","We refinanced our loan because interest rates had dropped considerably from when we got our mortgage in 1990. The process was simple and pretty painless. It was a good experience because it was easy to qualify for a mortgage and they offered competitive interest rates. What I liked most was that they checked around for us to get the best interest rates. They did the legwork so we felt comfortable. The only drawback was that it was impersonal and everything was done online. Sometimes I prefer working with a person who knows me and what I want or need. But all in all, the positives outweighed the negatives.",4
Thelm,"Chicago, IL","Reviewed Feb. 24, 2018","I love the lower fees, the most helpful customer service reps I always have contact with, and everything being boldly laid out. It has been always a good experience and have used them for several things. But I must admit I thought there would be things I disliked due to negative reviews before using services. But nothing was confusing. I started the process online, did phone, and completed the process online. I also talked to several representatives by phone with any concerns, which were quickly handled.",5
Mike,"Valhalla, NY","Reviewed Feb. 24, 2018","It was very simple to get my mortgage with Quicken Loans. I called them and scheduled a meeting and there I got my mortgage. I liked the price I got and I left very satisfied. My experience is very good and stress-free. I haven’t really had any problems although one time they sent me the wrong bill but it was fixed immediately after I called them. And when I call them there normally isn’t a long wait and always get the issues I am having with them solved. However, the bills they send are a bit complicated and are hard to read but after a while, I got used to it.",4
Antoine,"Decatur, GA","Reviewed Feb. 24, 2018","I needed some place new to stay and weighing out the finances with having a mortgage. I decided that if I were going to move ahead with the decision, I would use Quicken Loans as recommended by a friend. My experience with Quicken Loans has been a wonderful experience. They have totally been responsive and receptive of my business from the very beginning. I certainly wouldn't mind working with them again in the future. I liked the overall response time they had to my inquiries from the very beginning. They are one of the most premium services in receiving information that you provide. The only thing I would say is they respect being up front in your inquiries and giving your honest feedback in what they can do to make the experience better.",5
Mike,"Greenville, OH","Reviewed Feb. 24, 2018","It's been great and was the easiest experience I ever had submitting and filing for a loan. I couldn't help but think I would prefer doing it this way to any other way I have seen or heard on tv. I had absolutely no trouble in using and navigating the interface but can see how others might have. Quicken Loans could make it slightly easier to navigate and installation of the programs. Also, make it easier to find in stores. I would pay more for more versions of Quicken Loans. I would recommend it to anyone and everyone.",4
Ashley,"Woodstock, GA","Reviewed Feb. 23, 2018","Their program stated that their FHA lending starts at 580, the middle score the man gave to my fiancé was 620, which is what they work off of- everything else was good- when it came to the exact house, my fiancé had no idea what to tell him because he hadn't looked yet, only wanted to know what he was prequalified for. Long story shorter, this ** from Quicken pulled my fiancé's credit just to DECLINE him ""because he needs more money in the bank"". He didn't know what he has or we have in the bank?!?! Stay away and find a local lender that has personal skills and can have a real conversation on the phone. We left the whole conversation and especially after feeling use and like it was a used car purchase. GROSS!",1
Shyanne,"Statesville, NC","Reviewed Feb. 23, 2018",I high recommend to steer clear of this business. They pop up online as a number one response but have a very poor reputation. They were the first company I inquired with and they pulled my husband's credit even tho we stated we did not want to move forward with them. Just their one credit pull lowered our score 10 points! They sucker you in online and then by the time you get a call the person is very rude or sounds inexperienced.,1
Brandon,"Altadena, CA","Reviewed Feb. 23, 2018","I really liked Quicken Loans. They are really fast and helped me with my mortgage by giving me the money and only taking a small interest fee, which was 1.2 percent. I talked to a rep and then they gave me my not so hard earned money that I just asked them to give me. It was really easy. However, I disliked that they even have a interest. They should just give me money because that would be the nice thing to do so that they keep customers and maybe they could squeak some money out of them by being like, ""Hey I need some money because of our no interest rates.""",5
Waringthon,"Miami, FL","Reviewed Feb. 23, 2018","My experience has been outstanding, great rates and excellent customer service. At first time they contact me via email and some calls. A Quicken Loans agent contact me and explained me a lot of benefits and we did business after some contacts. They reply my emails in short time, and that's really important for people like me. They also have great products, one product fits your needs. I am very satisfied and feel great with Quicken Loans mortgage. They are more than a simple provider, they are like a friend or family member, you can feel motivated when you do business with Quicken Loans.",5
Ron,"Philadelphia, PA","Reviewed Feb. 23, 2018","I was trying to find a provider. I had called my bank and then I saw a couple of advertisements on television. One for Guaranteed Rate and one for Quicken Loans. I called both of them up and Quicken Loans had the best rate compared to the rest. I decided to talk to their representative and they were very helpful with my needs and worked with me as to how to pay my mortgage. This is what I expect from a representative and a company. They worked with me very closely and extensively and I was able to get the rate that I wanted which was much more better than everyone else. Their customer service was on top of things. Quicken Loans has been very reliable, great and efficient. They are very useful and they rock. I would recommend all of my friends to do business with Quicken Loans because of their service and to anyone who needs a mortgage on their home.",5
Travis,"Newcomerstown, OH","Reviewed Feb. 23, 2018",I'm a Cleveland fan and Quicken Loans owns the Cavaliers Stadium so I choose them for a home lone and so far after 10 years I am very happy with my choice. I just looked up online and I got the details on how to apply for a loan and I just provided all the needed info and then in a day or 2 not sure I forget but they sent me a outlined quote. I liked the whole process from start to finish. It was very simple and easy to do and I got a response back in just a few days after I sent all the proper information. A faster response time would have helped but I was not in that big of a hurry so it was okay for me to deal with.,5
Tim,"Randolph, MA","Reviewed Feb. 23, 2018",Obtaining a mortgage from Quicken Loans or anywhere would takes a lot of time just like anywhere else. I started by researching online and asking for feedback from other folks. It takes some effort to communicate and open dialogues. The least appealing process is gathering paper works together. But at Quicken Loans they made the process of obtaining a mortgage easier to understand for me. They were very transparent and made it less intimidating through the entire process of getting a mortgage. Their support was very friendly to deal with. I would absolutely do business again with them in the future.,5
Cody,"Beaumont, TX","Reviewed Feb. 22, 2018",It’s been alright. It was hard making the money to pay it but I was able to pay something that needed to be paid. It wasn’t very enjoyable but they are a very good company and I like them very much. They are very understanding and great people. The first step is signing a lot of papers and you have to get a copy of your driving license and a lot of other stuff personal. The only thing that I thought was confusing was when they asked me my social security number because I didn’t think you needed to give that out because I thought it was against the law.,5
John,"Provo, UT","Reviewed Feb. 22, 2018","Quicken Loans seemed like a reputable company to do business with. The agents at Quicken Loans were very helpful with the process of handling issues that we were or were not aware of when considering buying a home. This was our first loan for a house and it was a positive experience to say the least. Also the sellers were there for us to address our questions and concerns. All in all it was handled in a professional manner from beginning to closing. However, I really disliked and was kind of surprised that they can sell our loan to another company without our consent. I didn't really care for the way we had to take off work to finish the closing process. But I guess that is part of the steps or process that needed to be handled in a certain time frame. Also, being the first time applying for a loan I wouldn't exactly say it was simple, but learned things going through the process. So it was worthwhile.",3
John,"Winchester, VA","Reviewed Feb. 22, 2018","My experience with Quicken Loans was good and everyone who worked there was very nice. The process was easy. I applied, came in, talked to a manager and was given a loan in less than 7 days which I need to buy my new home so they helped a bunch. They were very easy to deal with and the loan went well and was payed off quickly. No one haggled me. Just all smooth sailing like life. I liked that they gave me my money and only asked for twice as much back so it wasn't that terrible. But still would have been better off just getting the money on my own money but it's all good and still worked out in the end of all things.",3
Shaun,"Toledo, OH","Reviewed Feb. 22, 2018","The process of getting a mortgage was quick and easy. The rates and customer service with them were very good compared to others I have seen. Being able to talk to somebody who I trust when I have questions about my mortgage and finances puts my mind at ease. I have heard many horror stories about people at odds with their lenders but I have never experienced this with them. From start to finish when I first looked at them online... everything was very simple and laid out for me so I knew what to expect. My brother told me to try them, and I am glad I took his advice. I would recommend them to my friends and relatives.",5
Lakshana,"Sugar Land, TX","Reviewed Feb. 22, 2018","Quicken Loans' a very trusted brand which offers home mortgage and refinance of home mortgage, impressive and innovative services and easy to apply. They also have believable amount and good interest rates.",4
Mariah,"Romeoville, IL","Reviewed Feb. 22, 2018","It was very good. The rates were middle of the road compared to other lenders, but Quicken had better customer service than all other companies surveyed. Their staff was knowledgeable and the customer service wasn't as big a hassle to deal with as other companies. I am very pleased with them as a company. I liked the openness of the staff. They were upfront and honest, traits not often found in the loan business. Their rates were manageable, but the staff really made the experience worthwhile. ",4
Kimberly,"Bluff City, TN","Reviewed Feb. 21, 2018","I agree with the other review that says ""I should have just cut and pasted everyone else's review"". I was misled from the beginning by ""Sam"" who spoke very fast and seemed annoyed at my questions prior to pulling my credit. After telling him about receipts I could not provide, he checked with his ""underwriter friend"" and assured me everything was okay. After jumping through hoops and getting document after document in a timely manner, and scheduling an appointment with the appraiser, I was told by someone else that I didn't have documents that were crucial to closing this loan. The same documents I told Sam up front that I could not provide. What is the benefit from misleading people? Would not use again and will tell everyone I know not to use them either. Andy and Michelle were helpful and for that I'm appreciative.",1
Michael,"Desoto, TX","Reviewed Feb. 21, 2018",Quiken Loans is using a fake Veterans Administration Survey to generate business with veterans who may want to refi or use their veterans' benefits to obtain a home loan. Then they call your phone number constantly in an attempt to get you as a veteran to use their business to process a loan. That is some **!,1
Elizabeth,"Lafayette, LA","Reviewed Feb. 20, 2018","The Quicken guy called me because I signed up online to see about refinancing my home. I had already spoken to TWO other loan companies and was told my only option, which would not be enough savings to make the refinance worth the cost. Quinn ** refused to not take a shot at trying, because he claimed that Quicken had options that other companies did not. I explained that my income was the issue. He asked what I was looking for, and said they could do that. After answering all his questions, and waiting while he ran for help, he came back and informed me that my income was the issue. (No kidding.)",1
Erin,"Leander, TX","Reviewed Feb. 19, 2018","The application process is easy and self-explanatory but if assistance is needed you can always ask. They also were fast and friendly in application process of approval. They respond fast and if assistance is needed, they are willing to help right away. The APR isn't that bad nor are loan terms. They are an overall great company who makes things easy for us. I highly recommend them in regards to any loan application if it's homes or just in general a loan.",5
Rachael,"Byram, MS","Reviewed Feb. 18, 2018","Quicken Loans have very good customer service and my experience with them was excellent. I like that Quicken Loans has staff that are polite and willing to help with whatever type of loan I needed and they answered any question I had about loans and payment that I would need to make. They took me step by step in what I need to do in the process of getting a loan and they explain what I needed to do to get my credit up. I did ask a lot of questions, and some of the question I had Quicken Loans could not answer, but everything went smoothly.",5
Manny,"Santa Monica, CA","Reviewed Feb. 17, 2018","They were very fair with the rates they charged and had a wonderful customer service department that was extremely helpful with answering all of my questions and addressing my concerns and just made me feel very welcome. The representative I spoke with was very knowledgeable regarding all matters pertinent to my particular case and was also extremely polite with me. My experience with Quicken Loans was in fact a very positive experience. One negative about the entire experience was the wait times that one must endure in order to speak with a representative; however, it's a small price to pay when the representatives themselves are so helpful with one's particular situation. The process of getting a mortgage with Quicken Loans was very simple and fast compared with other companies that offer similar services.",5
Dee,"Decatur, GA","Reviewed Feb. 17, 2018","My experience with Quicken Loans has been very great and exciting. They didn't take me through a whole lot of hoopla. The process was very easy. They do their best to make sure that what I need gets done in a fair and timely manner. They made sure I felt like a valued customer, comfortable and happy at all times, and that they were on my side. They work well and help me. They are a very great and happy company. I also like the fact that they are no respective person. They have been one of the greatest companies I have ever worked with.",5
Carrie,"Fishers, IN","Reviewed Feb. 16, 2018","We refinanced with Quicken Loans and it was amazing how quickly the whole process was. We got the letter, my husband called and immediately were connected with an agent who set us up with a great rate. He came over to our house with the paperwork and helped us sign it all. It was really easy and we were happy with it all. We got a better rate, lowered our mortgage and even got some great money back too. But we felt it was a little fishy and salesy when we first got the letter and were unsure. It seemed like it was too flashy to be serious. But we felt very comfortable in the whole process. I would highly recommend them based on our experience.",5
Dave,"Garden Grove, CA","Reviewed Feb. 16, 2018","Doing business with Quicken Loans is great, easy and smooth. It's a very simple and fast way to refinance home. Great staff we worked with. They were knowledgeable with great communication and very courteous towards their customers. They answer any questions you may have about the whole process of mortgage; Although would like to be more upfront, straightforward and transparent because sometimes not upfront with the different loans. Thinking you're paying less but actually there's more to it. Told to withdraw more money even though had already paid for appraisal. The process took a really long time and could be done quicker and faster. Sending documents after documents only later to get approved with less money than initially talked about. Would think twice about recommending to friends and family. Also thinking twice about this company myself.",3
John,"Blacklick, OH","Reviewed Feb. 15, 2018",Quicken Loans took fast action to give me an answer on my applied loan amount when I applied for my home loan. The customer service was great and accurate and they had employees that took care of my needs. I had a great time talking with them. They could be better but I enjoyed them very much. I had applied for a loan in the past from them and would do business with them anytime.,5
Meg,"Hanover, PA","Reviewed Feb. 14, 2018","My children used Quicken Loans for their home purchase last year. The initial contact was terrific, but once the kids were hooked in, she passed to ball to another, who did a bit, then passed the ball to another, etc., etc. Too many specific problems to list, despite some good things-- such as the response time once your problems get referred to the Executive level. Lots of promises made early on in the process that did not come to fruition. Many, many delays and requests for postponement due to the poor performance of those who were involved in the middle and end steps. ",1
Joe,"Tucson, AZ","Reviewed Feb. 14, 2018",My experience with Quicken loans was an overall good one. They made the forms clear and easy to understand. When I needed help it was easy enough to get the answers to my questions in a reasonable amount of time and get in touch with someone who could answer my questions. I like how clear the instructions were when it came to filling out the forms. The process was simple enough and the people that I dealt with seemed to be very good at their jobs and made the process as streamlined as possible for me. But living in southern Arizona I thought that it would have been nice if they had an office that was closer to where I live. The nearest office being over two hours away made it inconvenient to actually go into the office.,5
Cody,"Norman, OK","Reviewed Feb. 13, 2018","I really like Quicken and the customer support. The process was very simple. My mom uses it a lot and showed it to me, it's great. I like how it helps me sort out my loan and how much I have to pay. I always get my loan paid off on time. I really enjoy it. Everything about Quicken Loans is awesome. Never used anything else like it, will never switch. It's been there for me, and I hope I can support it for a long time.",5
Nicole,"Provo, UT","Reviewed Feb. 13, 2018","Quicken Loans is the best company that I have ever dealt with. The Reps were very friendly and helped me understand everything before I signed my mortgage and were able to answer any questions that I had. Great Customer Service from explaining what I was getting into, to how long it would take me to pay it off and when or if I would need to refinance my home again. The process was very easy, I would use this company again in the future if I need to refinance or a new mortgage. I had such a great experience with this company that I have recommended it to my family and friends.",5
Janet,"Phoenix, AZ","Reviewed Feb. 12, 2018","At first, it seemed to be a simple process with Quicken Loans. We liked the professional sales representative and the mortgage loan being offered. They seemed to be attentive and caring, and the paperwork seemed to be easy enough to fill out. But it became complicated and time consuming quickly. Many papers had to be resubmitted several times because they would get lost. They also did not deliver the financial program that they promised. We signed up for a specific short term program to be converted in a certain number of months. When that time arrived, Quicken defaulted on their mortgage package. We also could not get a representative to return calls to answer questions and did not appreciate being shifted to other representative during mortgage loan process. It was not a good experience.",1
Shea,"Farmingdale, NY","Reviewed Feb. 12, 2018","Quicken Loans had good customer service and friendly staff. They explained everything I needed to know and answered all my questions in a timely matter. The process was simple and I understood what I needed, how it worked, as well as what I needed to pay back. But the fees were way too high, the amount of time to pay them back was too long and the terms were insane. I wish I choose another loan offer from somewhere else. I could have saved money and time. I would not recommend them at all.",1
Ruth,"Scranton, PA","Reviewed Feb. 11, 2018","It was a simple, non-confusing process. I was able to do it at my own pace and time frame. Could walk away from the process if I needed to tend to something going on at work or home during the process with Quicken Loans. But I did not like the experience because I would much prefer to deal with a local bank where I speak with and deal with a loan officer. It provides me with a much more personalized experience. That also provides me with a peace of mind having someone so easily accessible for any future questions or problems down the road. Any questions I have can be answered immediately by a professional.",3
Kenny,"Elmira, NY","Reviewed Feb. 11, 2018","I had a very positive experience with Quicken Loans. When I was researching for a mortgage I had no idea they provided those kinds of loans. They made the entire process easy and smooth and I was very happy with them. I got on their website and filled out the basic information. I also called while I was doing this and spoke with someone. I found what I needed without any problems. They also made it very easy to fill out the paperwork, explained everything clearly and were able to answer all of my questions. I would recommend everyone give them consideration when you are looking for a mortgage. I would use them again. I wish I knew about them earlier. I have taken out mortgages in the past and would have probably used them back then.",5
Jolene,"Tucson, AZ","Reviewed Feb. 10, 2018",My experience was pretty good. They provide clear information that makes it easy to understand what is going on. Everything was straightforward and clear. I liked how easy it was to get answers to my questions. All of my questions were answered the first time that I asked them. It was clear that the people I was dealing with understood my questions and knew how to answer them in clear and concise ways. But it seemed to me that it took a bit long to get the funding through. I had to provide information on multiple occasions. But they could have asked me for all of the information all at once to make it easier to submit it. They could have done a better job getting information from me and that would have caused the process to move along faster.,4
Ann,"West Palm Beach, FL","Reviewed Feb. 10, 2018","It was the easiest and fastest loan process I have ever had. Highly recommend it. Very little documentation required. Loan was okayed in one or two days. I talked to one man, gave him all my answers and the loan was a go. The rate was lower than any of its online competitors. It was so simple that I barely felt like I was getting a loan from a bank. Unluckily they chose to have it serviced by Chase. I would have preferred they had kept it.",5
Genci,"Medford, MA","Reviewed Feb. 9, 2018","Few week back I applied for a loan on Quicken Loans website. I talked over the phone with one of their specialists. Their offer was one of the worst I received high fees and high mortgage rate, the next day I called this lady and told her I will not go ahead with their process. That did not matter to them, since then I have received at least 3 dozen of emails and the same number of phone calls, still get phone calls and emails from them. They even send the application forms supposedly I agreed to continue with them. I keep asking them to remove my name from their call list and that does not matter to them. The worst ever loan company I had to deal with.",1
Nathan,"Spokane, WA","Reviewed Feb. 9, 2018","I heard about Quicken Loans and Rocket Mortgage through advertisements. I was ready to start my house search and after doing a little shopping around, decided to go with them for the ease of using their online system. I provided them with every piece of information before I even had an accepted offer, like every lender they need verification of your entire financial history. My offer got accepted on December 27th, with a close date of January 23rd, the close was kind of short because my offer was accepted about a week after I submitted it. Youssef was my loan officer, I received no less than five emails and several texts asking if I had found a house before I actually had, it was a little annoying but I didn't worry about it. I was told to reach out to him before I put in an offer on a home. Well, I couldn't get a hold of him when we did put down an offer - I put in an offer anyway. He eventually did get back to me several hours later.",1
Julie,"Warrensburg, MO","Reviewed Feb. 9, 2018",I have used them many years for business so I thought I would do their mortgage. They make it easy to apply so anyone can understand it. It is the best one I have found on the internet. You apply online by answering all the questions and if you don't have an answer they have support there to help 24 hours. I find it very easy to get an answer from them as well. If you don't have great credit they still try to work with you. ,5
Lanalyn,"Union City, CA","Reviewed Feb. 8, 2018","Please BEWARE of this company pretending to be the country's no. 1 LENDING COMPANY and rated AAA. SAM **, loan officer persuaded me to move my loan to their company and increased my approved loan amount making me feel he is ready to help. After submitting all the requirements and meeting all the prerequisite for approval SAM ** asked for a $500 deposit which he said can be paid with my credit card. I REFUSED instead he asked me for my bank statement which he said is the last form he needed from me to finalized my loan. I'm at work that time and he said I can do it online and they will have an access to my account for verification.",1
Morris,"Crowley, LA","Reviewed Feb. 7, 2018",My family has done business with Quicken Loans for years since we started buying property. It has been a very good experience. I have been with them for some time and they have always done good business. They have always made good business decisions when it comes to loans. First you have to call them up and then they will check your credit score because most of these companies run with your credit. Then you may or may not be approved. There was nothing confusing about it because I understood everything from beginning to end. They have gave me great customer service every time I called or had a problem it was answered in a good amount of time. I wouldn't mind doing business with them again for the rest of my days because they are a good company.,4
Michael,"Bay City, MI","Reviewed Feb. 7, 2018","My experience with Quicken Loans has been just fine. Everything from payment processing to customer service has been top notch. I really like the customer service. Nice, friendly people with great attitudes. They're always helpful and don't really try to sell you at all on getting loans for other things. From great customer service to easy payment processing to friendly loan officers. They really make it hard to not like them. The entire mortgage process was so simple compared to other companies. This may have been the easiest loan process I've been involved in ever.",5
Comedia,"Patterson, CA","Reviewed Feb. 6, 2018",Applied for loan over the phone with Quicken Loans. Was told they required a good faith deposit of $500 to proceed with loan that was quoted and sent to me. They came back stating my home came in under on appraisal which is in doubt here. Will not return phone calls or emails. These people are the same people that caused predatory lending that cause the housing bust. They have just found borderline methods within the law to do it this time. Stay away from these people. I'm out of $500 which I intend to dispute with my credit card company.,1
Karl,"Arvada, CO","Reviewed Feb. 6, 2018",I went to Lending Tree first & was matched up to Quicken Loans who got in touch with me right away. I love that I have a direct contact who is very good at his job & that I am able to do MUCH of what's needed online. They are very helpful & quick to respond if you have a question. It's easy to coordinate schedules & get needed paperwork to their office or my home via email or their online portal. Their process was simple and my experience with Quicken Loans has been rather positive.,4
Jacob,"Mabank, TX","Reviewed Feb. 6, 2018","Quicken Loans is not a very personable company. Their communication and customer service are horrible. There's no one to talk to when you need them and the interest rates are through the roof with terms entirely too long.  Also long and drawn out processes make it all just a headache. I would be in debt to them forever. The experience was very confusing, stressful, and frustrating. There are many other companies with lower interest rates and a more personal experience. Would never choose to do business with them again nor would I recommend them to any of my friends or relatives.",1
Kayla,"Walpole, MA","Reviewed Feb. 5, 2018",When I used Quicken Loans for my mortgage recently I thought they were a bad company. But it turns out I had no idea about them. They were so great and the service was amazing. The reps were very professional and helpful. The process was long but very simple with their help. I didn’t understand it at all until the rep walked me through step by step and helped me to make sure I understood everything that was happening. It was a great experience.,4
Karen,"Chazy, NY","Reviewed Feb. 4, 2018","I'm in my home now for two years - and really enjoying it, but it is no thanks to Quicken. Here's my experience with them: I am a techie who had to relocate to a new state. I rented for several years and then decided to take the plunge into homeownership again and began looking for a average-priced house in the area. Nothing fancy and nothing outside of my reach. I choose Quicken Loans because I work several jobs and working virtually with them made sense. I was quickly approved and proceeded to send the multitude of documents needed to obtain a mortgage these days. The appraisal came in above what the contracted price of the house was - a date was set for closing.",1
David,"Leavenworth, KS","Reviewed Feb. 4, 2018",Had some dealings with them on a previous property that we have since sold. Relatively simple to initiate online and make general inquiries. Getting further along required more paperwork and details but that was to be expected. They were professional and fairly straightforward but we didn't like their closing costs or extraneous fees and ultimately switched. Their fees were somewhat high compared to other companies we were dealing with at the time. We ultimately decided to go with another company.,3
Amanda,"Thibodaux, LA","Reviewed Feb. 4, 2018","I liked the company. They were easy to work with and I enjoyed working with the bank tellers. Overall, the experience was great and was a success. If I were to do it again, I'd chose the same company.",5
Tom,"Vail, IA","Reviewed Feb. 2, 2018","Wasted 2 months of run around only to find out I couldn't get the loan for what I needed it for in the first place and had told them what I needed. Had to take 2 days off work, lost wages, lost time. The whole time Quicken telling me ""Everything is going great."" Then at the end I get, ""Sorry. nothing we can do."" I should have stayed with a reputable bank.",1
Cindy,"Traverse City, MI","Reviewed Feb. 2, 2018","All they do is take applications and see what sticks. The loan officers had no clue what they are doing. There may be quotas on applications. Totally wasted my time, they could not do the kind of loan I was seeking. Ended up going to a local lender and they were able to cut to the chase and get me the loan I needed. She went on to say there is no way they could do this loan. It had to be portfolio to start then go Fannie Mae at the end. GO LOCAL! Always and don't waste your time. They were terrible back before the crash, and they are no different now, they just fake it better. Don't trust them!",1
Chesley,"Somerset, KY","Reviewed Jan. 31, 2018","I've had a loan through Quicken for the past seven years without any troubles. I was checking my home taxes online this year because I had recently turned 65 and my taxes went down. I found that my taxes had not been paid by Quicken. My taxes were due in Oct 2017 and this is now Feb 2018 as of tomorrow. I've been communicating with a fellow named Josh ** who keeps telling me that he is waiting to hear back from his team and is blaming a vendor for the error of not paying my taxes. He contacted me today and said he could only ""monitor"" his team. Sounds like a bad TV commercial. I don't think I'll be using Quicken in the future.",2
L,"Henrico, VA","Reviewed Jan. 31, 2018","My husband and I finally decided to refinance our mortgage. After several months of research we decided to use Quicken Loans. We are a military family and with that there are benefits such as doing a streamline refinance. We started the process and in the beginning the documents came back with the wrong amount for the loan. Meaning had we signed we would have been responsible for the 30,000 dollar difference.",1
Sarah,"Teague, TX","Reviewed Jan. 31, 2018",My husband was the target of a solicitation call from Quicken under the guise of a HARP refi. He did not understand other than this was a government funded program and it could save us thousands every year. He had me speak to the representative after he had several calls from her and I explained that since we only closed the purchase of this home mid-September did not see what this would do for us. She assured me that it would benefit us and I regrettably provided the personal data she requested. ,1
Karen,"Columbiaville, NY","Reviewed Jan. 28, 2018",Was pre-approved by Nicole **. 3 months looking... All set. Dennis ** called and said no. Then lied about rejections. I have proof of all of this. She led me on. He ended it by lying. Absolutely NO DEBT. EXCELLENT CREDIT. DOWNPAYMENT. PROOF OF INCOME... DENIED.,1
Isaac,"Waldorf, MD","Reviewed Jan. 28, 2018",I've had a bad experience while attempting to refinance in the past and finally opened up to the idea of trying to refinance my home again. I put my trust with Quicken Loans and avoided offers from other mortgage companies. I believed they were a reputable mortgage company until I stumbled across these reviews. I got a loan to make some repairs under the advisement from their mortgage experts so that these repairs would help in increasing my appraisal but some of this information was misleading. I was told I had to pay the appraisal fee upfront in Good Faith and that I should recover the money back at settlement.,1
Hillary,"Scottsdale, AZ","Reviewed Jan. 26, 2018","I read all the horrible reviews for this company. I made the mistake of thinking that they had improved in the last year or two but I was mistaken. I am getting a small home improvement loan to enlarge and improve my lovely California home. First I spoke to Justin, then Jorden, then he was on vacation and I spoke to another kid. Just ridiculous. In any case now I am working with a local lender. All fees upfront, no hidden costs etc. Perfect credit and I have bought and sold 15 homes in my 65 year old life. Thanks to all the people here that helped me dump this company and get some peace of mind. I can now sleep peacefully and relax. Thanks again!",1
Ashley,"Denver, CO","Reviewed Jan. 26, 2018","I started a loan with them and they quoted me an interest rate of 3.25% and 1.25 points. Then a week before the escrow closes, they changed the points to 2.125 so I terminated the loan and went with someone else. Be careful because they had different people calling me, trying to get me back; they would give me a lower points-0.5 but increased the interest rate -3.85%- just to confuse me into thinking that I got a better deal. What a waste of time!",1
Bradley,"Plano, TX","Reviewed Jan. 24, 2018","This company took me through an exercise that did nothing but waste my time and take my money. There was absolutely nothing about my finances that wasn't disclosed from the onset concerning my accounts, debt, credit score, and after we completed all of the process to get to closing. At the last possible second they completely changed the terms of the loan, and told us that we would need $22,000 in cash to close. They took a $500 dollar payment from me, required me to pay for an appraisal, and then pulled this in the end. I will never do business with them again, and I will warn everyone I know to stay clear.",1
Jacob,"Conrad, MT","Reviewed Jan. 23, 2018","I applied due to a friend's recommendation. They were very rigid and inflexible in how they deal with you making me do things multiple times due to arbitrary deadlines. I asked for the numbers for a 15, 20, and 30 year mortgage so they qualified me for a 15 and refused to give me the information I asked for. I got the house from an estate and had deadlines from the lawyer and the insurance company that I needed to get the loan closed so didn’t have time to go to another bank and start over. In the end the only good thing I can say is I got a good interest rate, the service during the application process and since the closing of the loan have been horrible.",1
Clark,"South Salem, NY","Reviewed Jan. 21, 2018","First I find it hard to believe that Quicken Loans has gotten J.D. Powers award for best customer service for years now!!! Jerry, whatever the president of the company's name is, is quite a Bull-Thrower, if you know what I mean. We are paying for all of their advertising with all kinds of hidden costs! People don't return calls. Some are rude! Some are uninformed and contradict each other. Rates turn out higher in the end! WATCH YOUR WALLET. They really don't care about you. I declare it is between God and them for their fraudulent operation. Don't get drawn into this! There are other companies to get a better mortgage from!",1
Lashama,"Jamaica, NY","Reviewed Jan. 18, 2018","Connor ** was very deceiving in our Home loan. I was approved for 450,000. I asked how long the pre approval was good for. He said it was good for not 60 days but for 90 days. After dealing with piss poor agents that he recommended I got my own. After 30 days he said I would have to submit updated documents such as a new pay stub and Quarterly 401 K statement. How could I have a New Statement. It has only been a month. Quarterly I thought was every 3 months. A 90 day approval is not a 90 days. They lie to you especially Connor **.",1
Bernice,"Baltimore, MD","Reviewed Jan. 17, 2018","I applied to refinance my mortgage with Quicken Loans back in 2017. The rep told me I had to pay the appraisal fee upfront and that I would receive the money back at settlement. What he did not share is that if the home does not appraise for the required amount to refinance, I would not be reimbursed the appraisal fee. I felt that was information that should have been disclosed to me up front so that I can decide if I wish to proceed. Knowing all the facts makes all the difference and I felt Quicken Loans was unfair. I filed a complaint with their resolution advocate and wouldn't you know it, my request for reimbursement was denied. I'm so disappointed in Quicken Loans because I used my credit card to pay for that appraisal, which is money I didn't have and I'm still struggling to pay it off. It's so wrong to treat consumers this way.",1
Vasyl,"Yonkers, NY","Reviewed Jan. 12, 2018","I requested 15 years mortgage for 150,000. They preapproved me immediately, requested millions of different proofs and papers, but later I discovered that they used a 30 years term. I pointed out to them on the mistake, but they told me that 30 years will be better for me. It is not what I was shopping for. This company is a scam.",1
