Author,Location,Date,Comment,Stars
Jennifer,"Pocatello, ID","Reviewed June 12, 2020",Patriot Gold Group is a top notch institution. I transferred my existing IRA to Patriot Gold Group and the process was extremely simple and straight forward because of the excellent customer service. I would recommend anyone to Patriot Gold Group. There is no question that I will continue to use them for my IRA metal needs.,5
Kevin,"Pocatello, ID","Reviewed June 12, 2020",Thank you so much for your help during this process. I transferred my existing IRA to tangible metals and the process was very professional and simple! The customer service was impeccable. I look forward to a long relationship with Patriot Gold Group. Thanks!,5
Jose,"Pueblo, CO","Reviewed June 12, 2020",Proof Silver American Eagle purchase. Luke is very knowledgeable and helpful. Micheal C. and Mike H. also very knowledgeable and helpful. Everyone was great and easy to work with. I will recommend Patriot Gold to my family and friends at work. A pleasant experience during very stressful times. Also Kristen was very kind and courteous. Thank you to all of you.,5
David,"Hudson, CO","Reviewed June 11, 2020",First time purchase. The ease of making a purchase was surprisingly quick and detailed. They reviewed the options of purchases and answered all my questions completely. Looking forward to the next one. As I approach retirement the gold IRA is looking like a viable option to diversify my life.,5
Michael,"Cresson, PA","Reviewed June 11, 2020","This was my first experience buying precious metals and I searched for a firm that was highly rated and found Patriot Gold Group. When I called the company, I was connected to Michael **, and he did an excellent job of selecting what he thought would be the best coin investment based on my needs. He was thorough in his explanations, discussed the process, and gave me time to decide. He exerted no undue pressure, nor was I bombarded with e-mails. I had ample time to do some quality checks on the company.",5
Tim,"Sardis, MS","Reviewed June 10, 2020","I took a few months to make a decision to go with Patriot Gold. After speaking with Ron, Mr. **, And Charlie, I decided to invest. I'm glad I did. Great choice for me. Now waiting on my gains to increase in silver coins. Thanks Y'all.",5
Paula,"Portsmouth, NH","Reviewed June 10, 2020","I am a (ahem) mature woman, retired, and I had two main concerns about my savings which led me to contact Patriot Gold Group. One: That I would wake up one morning to find that United States money had been devalued to nothing, and Two: That I would go through my savings via my ""Feel Better Temporarily"" shopping habit. It was fortuitous to connect with Andrew ** who helped guide me in investing. I know myself, and I am perfectly capable of getting nervous, weird, and impatient when making important decisions and transactions... Andy has always remained kind -- and cool, calm and collected assisting me without any snark, ever, or reaction to my nerves whatsoever. I trust him and I trust Patriot Gold Group. When you are talking about your funds, especially in today's world... you have to have that trust in your relationship. (Thanks, Andy.)",5
Joseph,"Nanuet, NY","Reviewed June 10, 2020","I found the Patriot Gold Group to be highly professional, and patient in answering my questions and concerns. In doing so they created an atmosphere of trust and competence. Therefore, I was able to invest with confidence. I would highly recommend this company.",5
Jody,"New Bedford, MA","Reviewed June 9, 2020","Staff are very knowledgeable, patient and pleasant. Staff explained any questions I had. Sometimes more than once to be certain I understood. I would strongly recommend this company to others. I rolled over my IRA from my previous employer. Patriot Group made this easy and painless by placing a 3 way call with myself and Principal making this a very smooth and glitch free process.",5
Ed,"Greensboro, NC","Reviewed June 9, 2020",Wonderful experience setting up Gold IRA. Would definitely recommend them to others. Everyone was very responsive and took the time to answer all my questions. Responded to emails and phone calls promptly. Very courteous. I look forward to a long and profitable relationship. 5 stars is not enough.,5
Michael,"Martinsville, IN","Reviewed June 7, 2020","Patriot Gold Group has been great to work with, especially Liz and Charlie. Very professional and excellent follow up. I am not an experieced gold buyer but they always get me great value. I hope to work with PGG many years to come.",5
James D,"Randall, MN","Reviewed June 6, 2020","I researched several precious metals companies for my IRA, and decided to go with Patriot Gold Group, because of their Consumer Affairs rating and the length of time they had been in business. From my first phone contact, I found them to be the consummate professionals who were happy to talk with me, answering questions and friendly and professional. They gave me good advice and have kept me informed of the process, which is what I expect, as well as a level of trust and honesty that you want in a company that is handling your IRA.",5
Thomas,"Eagle River, AK","Reviewed June 6, 2020","The only person I talked with was Jack ** and it was a pure pleasure and enlightening conversation. My investment package was extremely helpful and packed full of very interesting information. Jack did an outstanding job in a very professional and friendly manner, Thanks Patriot Gold Group, you are a outstanding company to do business with. Thanks Kristen",5
Stan,"North Ogden, UT","Reviewed June 6, 2020","I learned about Patriot Gold Group from Dick **. He highly recommended Patriot Gold. Dick's advise was correct, Patriot Gold treated me very well as a first time customer. My silver transaction was very easy and my order was shipped right away. I would recommend Patriot Gold to my friends and family as an excellent precious metals source.",5
Marie,"Maricopa, AZ","Reviewed June 6, 2020",I recently moved some of my retirement to Patriot Gold Group. The process was seamless with the transfer of funds. Andy was excellent at explaining the various metals. Hopefully Silver will appreciate in time. If you are looking for a good company for metals look no further!,5
Michael,"Columbia, MO","Reviewed June 6, 2020","Best Customer Service in the Industry! Working with Patriot Gold could not be more easy. I felt like I was family! Direct contact, quick callbacks, free professional industry advice, and so much more. Highly recommend Patriot Gold to anyone interested in a long-term STABLE investment opportunity, whether new to precious metal or long term investor.",5
Gary,"Casa Grande, AZ","Reviewed June 6, 2020","I found out about Patriot Gold from a commercial on TV and because of my concern of our current economy I decided to purchase physical gold to help preserve some of my cash savings. When I called Patriot Gold the persons helping me were very informative and respectful which I appreciated since I was a beginner with a gold purchase. They were quick to return messages that I left, and cheerful and helpful through the entire process and final delivery of the gold. Thank You.",5
Jan,"Forks, WA","Reviewed June 6, 2020","It was easy to set up and everybody was timely and organized concerning any questions or process. The people involved seemed genuinely interested in my concerns which is huge when dealing with financial transactions. If you think gold is the answer, do it!",5
Floyd,"South Roxana, IL","Reviewed June 5, 2020","I first learned of the Patriot Gold Group via an online advertisement. I did some research into their organization on my own and found they have an A+ rating with the Better Business Bureau. Their communications with me have always been prompt and courteous, and they go out of their way to help their clients. Due to some recent unfortunate events, I had to liquefy some of my silver assets, and they helped facilitate that process in an expedient manner. I am very satisfied in my dealings with the Patriot Gold Group thus far, and I'm looking forward to a long term financial relationship with their organization.",5
Edward,"Shelton, CT","Reviewed June 5, 2020","I have been saving for my retirement for nearly forty years. At this point of life, my asset diversification plan has led me to the understanding that I needed to invest in precious metals as a one to round out my portfolio and which I could leave a legacy. I have searched for an organization that could help me with this and even flirted with other companies before choosing the Patriot Gold Group. Had I looked here first, I would have saved a lot of time. Their information package was great, their BBB rating is terrific, and most importantly, their customer service is incredible. They walked me through the whole process and led me past obstacles that could easily derail all but the boldest people. I highly recommend this group to anyone seeking investments in precious metals.",5
Deborah,"Alexandria, VA","Reviewed June 5, 2020",I am generally cautious on precious metals purchases and for example would never trust eBay or Amazon due to risk of counterfeiting. I have done several transactions with these folks and have had a good experience with service and their knowledge of the market.,5
Dale,"Katy, TX","Reviewed June 4, 2020",I initially had several questions regarding my purchase as this is the first time I've made this type of investment. I received a thorough explanation of my options in a straightforward manner. It was a pleasure dealing with Jack and Charley and I'm sure we will do business again.,5
Deborah,"Valdez, AK","Reviewed June 3, 2020",The folks I have talked to have been very helpful and very nice. They helped me get my account set up and steered me in the right direction on investing my money. Am hoping this investment will pan out down the road.,5
Bernard,"New York, NY","Reviewed June 3, 2020","They did good job. They were nice. They gave a lot inform. If there was a delay they would call me.. They told me the rate of silver. They gave me time to think about it, I would recommend them to a friend.",5
David,"Redlands, CA","Reviewed June 3, 2020","My experience with Patriot Gold Group was excellent. Luke ** and Charley ** helped me move my 401K into an IRA backed by precious metals. They were professional, pleasant, and very down-to-earth. I was pleasantly surprised how quickly things moved. Thank you for your help!",5
Shawn,"Des Moines, IA","Reviewed May 25, 2020",They were very helpful and answered all my questions. They explained things very thoroughly and had quick service inspite of the shutdown. I really liked that they kept calling and emailing me to inform me of the transaction's progress and checking to see if I had more questions (which I did). I would happily recommend this company to a friend or family member and plan to do business with them in the future!,5
Peter,"Granbury, TX","Reviewed May 21, 2020",My recent experiences with both Jack ** and Charley ** was very helpful when I purchased a significant amount of silver from Patriot Gold. They answered all of my questions and gave me the confidence I was seeking in their services.,5
Katie,"Gilbert, AZ","Reviewed May 18, 2020","I was contacted within one hour of my website inquiry. The professionals are knowledgeable, quick, and told me the reasons for selecting certain items over others. They call when they state, and follow up. A company that does what they say is very important in today's world.",5
W Glenn,"East Kingston, NH","Reviewed May 16, 2020","As a first-time investor in precious metals, I needed reassurance. Jack provided facts and information, free of any motivational component. His careful follow-up of every step in the process was amazing, with attention to detail and frequent, helpful communication. Others were similarly respectful, helpful, and informative. This is the real deal.",5
Susan,"New Fairfield, CT","Reviewed May 15, 2020","“Jack” conveyed exceptional knowledge & confidence. The purchase arrived as promised, with a follow up call. Jack's experience enabled me to feel confident in my first purchase of silver. Thank you Patriot Gold for empowering me to secure my family in the future!",5
Raymond,"Houston, TX","Reviewed May 15, 2020","I feel very good about my decision to move my IRA investment from my traditional banking institution to Patriot Gold Group because through research I found them to be highly credible and triple A with the Better Business Bureau. Would I recommend patriot gold, yes I would. I am a very happy camper.",5
Gerardo,"Mcallen, TX","Reviewed May 14, 2020","That was me back in early March 2020. Patriot Gold Group gave me the peace of mind I needed. At this time COVID-19 was now a Pandemic spreading in the USA. Warren Buffett in a Letter to Berkshire Shareholders in February 2020 stated that stock market could go to zero. Since then Berkshire has sold all their Airline Stock. As I write this the news has reported Warren Buffett’s Berkshire Hathaway sold a substantial amount of U.S. Bancorp stock this week. Subsidiaries of Berkshire Hathaway (ticker: BRK.B ) sold a total of 497,786 U.S. Bancorp shares (USB) on May 11 and May 12 for $16.3 million.",5
Raymond,"Crete, IL","Reviewed May 14, 2020",I was happy with my experience in dealing with Patriot Gold. They were always available to answer my questions and guide me in establishing my metals IRA. My research showed that the company has a sterling reputation for excellent service and integrity.,5
Frank,"San Jose, CA","Reviewed May 14, 2020",In dealing with Patriot Gold group the one thing (person) that made my experience dealing with Patriot was my representative Charley **. He answered my numerous questions and helped and supported all of the decisions that I made. He was ALWAYS readily available even during this current pandemic where he had to work from home. He is the reason why if in the future I do any other precious metal transactions it will be with the Patriot Gold Group. Thanks again so much Charley.,5
Chuck,"Maricopa, AZ","Reviewed May 13, 2020","It was a delight and pleasure to be able to talk with John **. His input and his willingness to help and make sure I was comfortable with each step of the process was of great value for someone doing this for the first time. Everything was handled with speed in professionalism. You can be sure I will do any future transactions with the Patriot Gold Group. Thank you, Chuck",5
Tremayne,"Chester, VA","Reviewed May 12, 2020",I had a very positive experience with Patriot Gold Group. They were very patient and knowledgeable about my needs and what I wanted to diversify my portfolio. I was very happy with instruction that was given to me in regards to ensuring I transferred the money correctly.,5
Arthur,"Livonia, MI","Reviewed May 11, 2020",I had a very good experience with Patriot Gold in buying some silver coins from them. I give then 5 stars in their service and there great job with the service. Thank you very much and I look forward in buying more coins from them.,5
Denise,"Crete, IL","Reviewed May 9, 2020","I appreciated the fact that when I dialed either Jack ** or Michael ** at their respective phone numbers, they answered in person. They were always ready to answer my questions and proved to be very helpful. I believe that Patriot Gold is a company of great integrity and honesty.",5
Sofia,"Warwick, RI","Reviewed May 9, 2020",I was referred by my fiance who spoke highly of the service he received and when I decided to move forward with my retirement account the service and care I received was excellent. I am fully satisfied and secure in my decision.,5
Michael,"Sarasota, FL","Reviewed May 8, 2020","PATRIOT GOLD GROUP: The entire experience investing with this organization has been wonderful. Luke M is totally professional, well informed, friendly & articulate. He took us through the application process smoothly. Helped us understand what is involved. Luke's customer service skills are the best we have experienced in quite a while. We recommend this company whenever we can.",5
Steve,"Troutman, NC","Reviewed May 7, 2020",I have been purchasing metals from Patriot Gold for about three years. I am thinking about 7 transactions and everyone has been smooth and without issue. I am happy with my position and most importantly level of service and quick delivery. These folks know what they are doing.,5
Larry,"Vancouver, WA","Reviewed May 5, 2020","I switched companies and I was concerned with how to properly manage my 401k moving forward. After a quick call with Patriot Gold Group, my mind was set at ease. The whole process to move my existing 401k to Patriot took less than 45 minutes on the phone. They took care of absolutely everything. I'm very pleased with the overall results and experience. I would highly recommend Patriot Gold Group to friends and family!",5
Bradford,"Glen Allen, VA","Reviewed May 5, 2020","I had been a Gold Investor for over 15 years. I had used another company and the gentleman there took good care of me and was a good advisor. However, he had retired and I didn't have a comfort level with his replacement. I heard a radio interview with Jack Hanney the CEO of Patriot Gold Group. He and his philosophy was what I had been looking for. So I have transferred all of my holdings to Patriot. My wife has also taken a sizable portion of her 401k to invest with Patriot Gold Group. We Trust and are very happy with them.",5
James,"Tyler, TX","Reviewed May 5, 2020","Prompt and efficient service. Patriot Gold made special efforts to get me the merchandise by the date requested (my wife's birthday). Very good experience. Good suggestions. Personal and courteous service. This was my first experience with buying gold, and I will be back again. Thanks.",5
Chris,"Rock Hill, SC","Reviewed April 29, 2020","I interviewed four Companies about transferring an IRA into Gold and Silver. Two were Organizations that advertise on TV regularly and they were discarded by me because of predatory practices and reviews. Do your homework. I narrowed it down to Patriot Gold Group and on other, My deciding factor was the honesty of Andy **. I wanted to know what my cost would be for purchasing the Gold and Silver. ",5
Steven,"Salix, IA","Reviewed April 27, 2020","This is one great organization! If you are looking for solid people, who can provide you with legitimate market information regarding the precious metals markets, these are the folks. Jack, Charlie, and the entire team shine like diamonds! I have purchased multiple times and each time the experience has been 5 star, thus the rating!",5
Zion,"Brooklyn, NY","Reviewed April 23, 2020",My experience with Patriot Gold Group has been nothing but positive. Luke (A representative at Patriot Gold Group) has been very helpful with our investments. We collaborate on ideas of certain investments and he helps me sort them out to find the best possible investment. I recommend this company to everyone that asks me about purchasing gold/silver.,5
Thomas,"Normal, IL","Reviewed April 23, 2020","Working with PGG is a gratifying experience! You & your family's needs & goals are their primary focus. PGG's information, evaluation, & recommendations are tailor-made to you. They're warm, friendly, & courteous service is without fear. I give PPG my highest recommendation!",5
Shaun,"Lake Oswego, OR","Reviewed April 23, 2020",It was very easy to work with Patriot Gold. They walked right through the process over the phone. It was an easy step by step process that only took a few minutes to do. Frank and Charlie were very Professional.,5
Todd,"Bloomington, IL","Reviewed April 23, 2020","I had been considering the option of a metals based IRA for over a year. An old friend who was considering the same option advised me that he had recently completed extensive research and selected Patriot Gold Group from three finalists. We met to share and compare our research and after his recommendation, I researched Patriot further. After finding so much positive information, I decided to go with them as well. We successfully completed our first transaction in March this year. Patriot took care of all the heavy lifting and the entire operation was seamless. Knowing they were on top of the situation really took all the anxiety out of the process for me. I would consider myself a novice in the precious metals marketplace, which only serves to further spotlight the excellent service and professionalism provided by Liz **, Charley ** and Michael ** through the entire process. ",5
Jacqueline,"Phoenix, AZ","Reviewed April 22, 2020","Frank and Charley were most helpful in assisting me with this silver purchase as this was a new experience for me.The transaction was made simple and informative and Frank always maintained contact with me and I want to add he was always most respectful to me with any of my questions no matter how primary they may have been. Thanks, Jacqueline **.",5
Elzbieta,"Staten Island, NY","Reviewed April 22, 2020",I called Patriot Gold Group because I was interested in doing an IRA rollover into a Silver IRA and they were very helpful in explaining how to go about the process. They made it so simple to fill out the application and in a matter of days I was on my way to establishing an account. I feel confident in my decision to roll over my IRA to a Patriot Gold Group IRA. I would highly recommend a Patriot Gold Group to anyone looking to invest into precious metals.,5
Linda,"Washington Grove, MD","Reviewed April 22, 2020","Jack ** guided me before, during and after my purchase. Being new to ""gold"" he educated and assisted me in making decisions, including processing my RMD. He made himself available any time I had a question and it was a delight to work with him. He was professional and knowledgeable and I would recommend him to anyone.",5
Dennis,"Cheektowaga, NY","Reviewed April 21, 2020","Polite, informative and easy to work with. Only complaint is delivery is out 40 days. Will buy again once I receive initial order. Follow up is up to snuff but circumstances are beyond sales person's control which puts your rep in a non defenceable position. Phone service is top notch and timely.",5
William,"Morgantown, IN","Reviewed April 21, 2020",Everything was handled in a professional manner. I was delivered my coins in a reasonable time period. I found Frank to be a man of his word. I received 52 gold coins which I was told that would be the number of coins I purchased.,5
Tammy,"Huntington, WV","Reviewed April 16, 2020","Staff has always been very polite, friendly and helpful, top-notch. If I had any problems or questions they were quick to resolve the issue. The only thing I don't care for is all the emails soliciting investment in gold when I already have an account. Thanks.",5
Jeff,"Scottsdale, AZ","Reviewed April 16, 2020",I could not be more pleased. The care in delivery and packaging was the best I've ever seen. These people actually CARE about their clients and want a long term relationship. I've dealt with several metals dealers but Jack and Patriot is the best I've ever seen. I can not recommend them highly enough. Honesty and integrity applies to their policy.,5
Tracy,"Charlotte, NC","Reviewed April 15, 2020","I had a great experience. The representative took time to answer all my questions as well as educate me on the best options for my situation. Also, the staff is very friendly and customer service oriented. I would definitely recommend the Patriot Gold team to anyone interested in buying gold.",5
Robert,"Lemont, IL","Reviewed April 15, 2020","I had never purchased precious metals before, and had no idea what I was doing. They helped answer all my questions. They also took extra time to explain the basics and expand on some of the finer points as well. I am very satisfied, and am already looking to be a repeat customer.",5
Denik,"Somerset, NJ","Reviewed April 14, 2020",I had a very good experience with Patriots. Michael and Jack and both of them provide very clear details and guidance on how I need to move forward with my IRA account. Jack took the time to walk me and my wife through the detailed process and never got tired trying to explain and reexplain our doubts.,5
Sharon,"Lake Placid, FL","Reviewed April 12, 2020","When my father passed away, I was suddenly thrown into his world of finance... What was I going to do and how was I going to manage in a world of banking and stock markets I had no clue about. So I started online research into metals... Fearful of the corruption in banking and government I made my choice based on consumer reports and chose Patriot Gold. They were so understanding and helpful and continue to be so today in these trying times... But now I sleep at night knowing my father's hard earned money will serve me and my kids well in their future.",5
Douglas,"Piseco, NY","Reviewed April 11, 2020",Very easy to do business with... Friendly and very professional. My order was received in a timely manner and was very satisfied with my purchase....A big thanks to Jack and every one at the Patriot Gold group... Thanks again Doug!,5
Soogin,"Wheaton, IL","Reviewed April 10, 2020","Charley ** is excellent at dealing with all things concerning my account. I could always call and have my questions answered. He is very efficient and timely on any request I would have, not to mention warm, friendly and down to earth. Great customer service! I feel very safe with Patriot Gold!",5
James,"Payson, AZ","Reviewed April 10, 2020",My experience with Patriot Gold personnel was a pleasure. They answered all my questions and helped me understand the world of gold. I feel that I can trust Lz and Charlie in my investment in gold and silver. I am very impressed with Patriot Gold.,5
Wendy,"Wellboro, PA","Reviewed April 10, 2020","I found the website on the internet. Andrew ** was my first contact. I told him what I wanted to do, change my IRA to precious metals. He suggested silver at this time and that is what I purchased. I verbally applied and did some e-documents. Easy. Very pleased. I highly recommend the company to anyone looking for precious metals.",5
Juanita,"Ithaca, NY","Reviewed April 10, 2020","I was very pleased, even extremely pleased, with the person who responded to my inquiry as he didn't ""hound"" me with phone calls and was not at all pushy. He allowed me to take my time to make up my mind and answered all of my questions. I would recommend this type of service with high points.",5
Robin,"Kerrville, TX","Reviewed April 9, 2020",Patriot Gold Group is the most professional and hassle-free precious metals companies we have worked with. Their service transactions are expeditious and our interactions with the staff are consistently pleasant. We highly recommend this company to anyone looking into investing in precious metals.,5
Brian,"Petaluma, CA","Reviewed April 9, 2020",My first encounter with PPG was Jack **. Jack exceeded all my expectations. In very short order he determined what product would serve my portfolio best. Jack provided me with all the information to make an informed decision. He made the transaction seamless. Jack ** answers the phone. ALWAYS!,5
Cassidy,"Englewood, CO","Reviewed April 8, 2020",As a first time investor in silver Jack helped to not only educate me but make this a smooth and easy experience overall! I will absolutely be coming back to Patriot Gold for future investments in precious metals. Thank you again Jack!,5
Terri,"Nevada City, CA","Reviewed April 8, 2020","I have made two purchases through Patriot Gold and I am extremely happy with their professional, prompt handling of the transactions. I received an informative email after I inquired through their website, then a follow-up phone call, and then they left me alone until I called back. I have direct phone and email access to my representative whenever I need him, and he is always a pleasure to work with. I will definitely buy through Patriot Gold again.",5
Michael,"Valparaiso, IN","Reviewed April 7, 2020",The process was painless and the advice on which metal to invest was excellent. Being able to set up the account and buy the metals online was very convenient and simple. The lack of fees was very nice as well.,5
Marco,"Upland, CA","Reviewed April 6, 2020",In opening my Rollover IRA account with Patriot Gold I dealt with Andrew ** and Michael **. Both gentlemen were extremely informative and patient with me as they walked me seamlessly through the both the rollover process and gave advice and examples of metals I would want to invest in. I will def recommend them to others.,5
Lynn,"Elmira Heights, NY","Reviewed April 6, 2020",I am pleased with my purchase from Patriot Gold. My contact person was very friendly and answered any questions I had. There was a slight problem on delivery (no fault of PG) but was soon taken care of. I recommend them and will purchase again in the future.,5
John,"Pittsburgh, PA","Reviewed April 6, 2020",During a time of heavy pressure for the people at Patriot Gold Group. I was assisted in my need efficiently and effectively. I received my request as advertised by Luke and Charley. Business with this company is easy and clearly understandable. I even asked for a reminder of how the process works and was given clear direction on the subject. Thank you for this! The transfer went fine. Thank you very much.,5
Charles,"Robinson, IL","Reviewed April 4, 2020","The last sale was initiated back in January I submitted forms I had on file. After not hearing anything, I contacted Equity, submitted them the forms I had. I did not get the up to date Equity forms from Mike so Equity sent them to me. After getting the silver and sending them to Mike it did take time for the price to get high enough to sell.",5
Dennis,"Buckley, WA","Reviewed April 3, 2020","I am extremely happy that I found the Patriot Gold Group. Everyone I spoke to was Helpful and very easy to talk to. I asked many questions, many times. Charley ** answered them all, over and over again until I was satisfied. Thank you PGG, Dennis **",5
John,"Lorain, OH","Reviewed April 3, 2020",It's my first time purchasing a precious metals IRA and the Patriot Gold team was really easy to work with giving me the best bang for my bucks. Their service answered all my questions and were really informative and friendly. Thanks.,5
Caroline,"Mt. Shasta, CA","Reviewed April 3, 2020","I went with Patriot Gold because I hadn't experienced their level of customer service in a very long time! I'm in my mid 50s and remember when the gas station man at Chevron checked your oil and washed your windshield. That is the kind of overall service you will receive with Patriot Gold; personal and complete. The main representative I worked with was John F. and when it came time to finish off the transaction Michael C. worked with me. I can't extend enough positive accolades to John. He is such a nice gentleman and knowledgeable in his field. If there was a question he couldn't answer for me, he talked to Michael C. and got back to me right away. ",5
Donald,"Vancouver, WA","Reviewed April 3, 2020",When I decided to roll over my IRA my previous account was with Great American Insurance and they stalled the transfer and had to send checks twice as it took more than 10 days to arrive at Equity and had to be reissued and it took probably a month to get it settled. Patriot Gold was patient and finally got it settled.My experience with Charley has been great as he was helpful with Equity paperwork.,5
Donald,"Wesley Chapel, FL","Reviewed April 3, 2020",Very Professional and no pressure. They answered all my questions over several calls so that I was comfortable making the trade. They send you a lot of literature about purchasing metals to help you make good choices. I'm very comfortable working with Patriot Gold.,5
Brenda,"Winston Salem, NC","Reviewed April 3, 2020",This Company provided Excellent Customer Service to me as a client. The Agent exhibited “Quality Customer Service and Prompt Response“ in assisting me with my concerns in the Investment of commodities. The Agent was extremely knowledgeable in his area of expertise. They basically exceeded my expectations. I would definitely recommend their services to others.,5
A,"Hollywood, CA","Reviewed April 2, 2020","Andy, Charley and everyone at Patriot Gold has provided me with excellent service in all of my precious metal purchases and sales. They have provided me with all the info I need when I request it, and their follow-up is timely.",5
Sandy,"South Pasadena, CA","Reviewed April 2, 2020","Ron and the Patriot Gold Group team have done an outstanding job understanding their client's needs and creating a platform to cater to us and guide us towards a solid financial future. With some of the best service I have experienced, Ron and team have never been pushy yet have a solution for every inquiry. Any time I need an extra set of eyes, Patriot Gold Group is there for me and I couldn't be more complimentary of who they are and what they do.",5
Austin,"Pasadena, CA","Reviewed March 31, 2020",Liz and Kristen represent the best in old school customer service. Very kind and patient and every question was answered. They are very efficient to where we got the mix of gold and silver shipped to us within 5 days. This puts my wife at ease and know they'll stand behind the purchase should something come up. We love love love Liz **. Thank you for making this a pleasure and we will work with no one but you in the future.,5
Bonita,"Goshen, IN","Reviewed March 28, 2020","I had the pleasure of having Bo ** introduce me to and explain what Patriot Gold group could to protect my retirement investments. He was informative, compassionate, knowledgeable, friendly and assisted me in making my first purchase. Bo was concerned about me as a person and became a friend. I also had the pleasure of working with Michael ** who assisted me in working with my current investment agent to get my get my resources transferred. He was very efficient and patient even when the agent did not follow directions. His knowledge and professionalism were exceptional. I would recommend Patriot Gold Group to my closest friends.",5
Nancy,"Wilmington, NC","Reviewed March 27, 2020","From the beginning Jack ** and Charley ** have been wonderful and super responsive in handling a difficult transition from another company. Exceptional and caring customer service is ongoing with any concern, their response is immediate and handled with expertise. It is critical to have such good hearted and honest people to work within managing my important retirement account. Thank you Jack and Charley! You are Number 1!",5
Cynthia,"Hardinsburg, IN","Reviewed March 27, 2020","Patriot Gold group was able to explain very clearly what was involved when transferring my 401K to gold and silver IRA. Charley ** has always been available to answer any and all questions, and I have had many questions. When I call Charley, I can always get ahold of him and when he's on the phone with another client he will text me and let me know when he'll call me back. I feel very comfortable with Patriot gold.",5
Paul,"Milton, VT","Reviewed March 27, 2020","Rolling over my IRA into a metal fund was new to me so I did a lot of background research. I settled on Patriot Gold and am glad I did. The process was smooth and efficient. Even though I consider myself a small investor, I felt like I was a VIP. Seemed like I was the first person called after the CEO opened his email that morning. Always available for a phone call. I have since had several conversations helping understand the metal market, process, etc. All setting me at ease and raising my comfort level. My son now is interested in going with Patriot.",5
Carlene,"Gallup, NM","Reviewed March 25, 2020","When it comes time for me to take RMD from my self-directed IRA, Mike takes care of it. Strata Trust sends it to me after getting my charge card to pay postage. Patriot Gold reimburses that and they send me a pre-paid postage and I bring the box to FedEx and it goes to the company at no charge to me. Mike hunts around for the best price and gets a deposit into my bank account.",5
Amy,"Candia, NH","Reviewed March 23, 2020","This company is knowledgeable, professional and extremely customer service oriented. My questions were answered thoroughly and I never felt rushed. Someone is always available to answer the phone, which is unusual in today’s businesses. The transaction was smooth and I was kept up to date on its progress. Overall, this is an excellent organization providing outstanding service in this very uncertain time.",5
James,"Glendale, AZ","Reviewed March 23, 2020","Patriot Gold seems to be one of the last companies remaining where you can give them a call and immediately be speaking to the person handling your account. Seriously, this is the best customer service I’ve experienced in more than a decade. Everyone was extremely helpful from my initial contact all the way through to the end of the process. If you’re not quite sure how to go about setting up a precious metals IRA these are the folks who will help you out. Best of all they have the best prices around.",5
David,"Saratoga, CA","Reviewed March 20, 2020","I recently spent a long time debating the benefits of moving some assets to physical gold. I spoke to a number of companies, some who employ heavy marketing and annoying rhetoric. I chose Patriot Gold because they are a smaller organization and offer a friendly, patient service and followed up diligently on all questions.",5
Richard,"Denton, TX","Reviewed March 19, 2020",Overall I had a good experience with Patriot Gold. Right now the market is very bad so I will just sit back until it returns to normal. I would recommend Patriot Gold to others if I was asked. I do want to compliment Mike ** for his help when I asked.,5
Bryna,"New Haven, CT","Reviewed March 19, 2020","Excellent, professional, responsive, knowledgeable. A+. Everything advertised is actually how they conduct business. Charlie and Mike ** were very helpful as were all staff and associates I interacted with. I would highly recommend Patriot Gold Group.",5
Harry,"Ventura, CA","Reviewed March 19, 2020","After my account was decimated by unscrupulous Metals.com, Luke ** and Mike ** helped me to get my garbage metals sold and into silver proofs and I've already seen an increase in the cash value of my account. I'm still seeking legal avenues to go after Metals.com for this fraud, but now I feel my account is at least more secure and has growth potential.",5
Todd,"Burson, CA","Reviewed March 18, 2020",I felt very confident and reassured while going through the purchasing process with Patriot Gold. The staff and owners were very friendly and knowledgeable. I made a large purchase and they handled all of the paperwork flawlessly and rapidly. I spoke with someone either immediately on the phone or I received a call back very shortly afterwards. Thank you Patriot Gold for making my first time purchase easy.,5
Theresa,"Virginia Beach, VA","Reviewed March 16, 2020","I worked with Michael and Luke. They were thorough and knowledgeable about what I wanted in a rollover IRA, and had the right answers. Although there were were multiple telephone numbers and a website to work with for my work 401K, Michael made the process easy! I will recommend Patriot to my friends!",5
Eugene,"Georgetown, TX","Reviewed March 16, 2020","I chose Patriot after researching several companies to be sure the company was reputable and ""came under the tongue of good report"". I contacted Patriot because it seemed to meet all of my criteria, and talked to a nice lady who has guided me on all my transactions, answered all my questions and arranged for the storage of my purchases. My experience with Patriot has been all good...no complaints.",5
Jeff,"Fort Worth, TX","Reviewed March 13, 2020","Excellent customer service in reference to answering questions, and knowledge of investment opportunities.  Quick set-up of my IRA.  Enjoyed platform to review my assets and performance.  In fact with the current market on a roller coaster I glad I have insurance through Patriot Gold, with my portfolio.",5
Kerry,"Columbus, MT","Reviewed March 11, 2020","A real simple purchase. Finalized the order, mailed the check and shortly after the coins were delivered to my door step. I'm very satisfied with the with the whole operation. When funds are available I'll do it all over again.",5
Randy,"Blairstown, IA","Reviewed March 11, 2020",Very happy with my experience with working with Michael on setting up my precious metals IRA and working though the transferring of funds from my account. Andy was very helpful with showing me my options and helping me make the right decision when purchasing the metals for my account.,5
